vocabulary,ttf,df,idf
for-fri,125,123,3.496929648073215
to-fit,63,63,3.788168371141168
radic,57,53,3.8627275283179747
churro,145,120,3.507855871695831
guac,342,254,3.1818435879447726
sooner,71,71,3.73559889969818
difficult,409,395,2.9867717342662448
a-thick,75,72,3.7299742856995555
nt-understand,164,163,3.374748346010104
overal-good,53,52,3.8715729355458786
guarante,133,131,3.469822015978163
forget,666,644,2.778151250383644
present,693,634,2.785329835010767
was-seat,149,147,3.419955748489758
my-review,267,255,3.1789769472931693
the-parmesan,237,224,3.2355284469075487
i-swear,114,113,3.534026106056135
mess,355,339,3.0569048513364727
execut,214,203,3.278753600952829
giardiniera,61,57,3.8312296938670634
jam-cafe,228,191,3.305351369446624
this-year,58,57,3.8312296938670634
a-stop,71,71,3.73559889969818
high-rate,56,55,3.846955325019824
sauc-NUM,59,56,3.838849090737255
accomod,83,81,3.678518379040114
sauerkraut,93,81,3.678518379040114
truffl-mayo,102,88,3.6424645202421213
the-communal,154,149,3.413299764081252
master,85,78,3.6954816764901977
raw-oyster,95,82,3.673020907128896
was-simpli,104,103,3.574031267727719
besh,318,239,3.2068258760318495
lemonad,83,79,3.6893088591236203
late-lunch,84,82,3.673020907128896
suburb,79,71,3.73559889969818
disagre,58,58,3.824125833916549
annoy,521,479,2.9030899869919438
to-stay,44,135,3.456366033129043
great-ambianc,77,77,3.7007037171450192
the-dress,71,70,3.741939077729199
a-favorit,125,122,3.5010592622177517
onli-NUM,464,447,2.9344984512435675
cover,535,513,2.8750612633917
a-year,265,257,3.1760912590556813
reflect,79,76,3.7067177823367587
an-hour,1235,1119,2.5314789170422554
waffl,1701,1011,2.57978359661681
awhil,267,259,3.173186268412274
runner,77,69,3.7481880270062002
the-rich,91,88,3.6424645202421213
with-rice,81,81,3.678518379040114
so-rich,61,60,3.808885867359812
the-rice,278,249,3.1903316981702914
my-eye,142,139,3.444044795918076
rude,597,495,2.8920946026904804
had-reserv,133,133,3.462397997898956
forgiv,66,65,3.7745169657285498
sauc--,180,169,3.357934847000454
and-absolut,69,69,3.7481880270062002
saturday,1640,1540,2.3979400086720375
fact,1275,1167,2.5185139398778875
jumbo,218,185,3.3201462861110542
perfect-season,111,110,3.545307116465824
debat,100,99,3.591064607026499
live-atmospher,60,60,3.808885867359812
tast-bud,211,206,3.271841606536499
our-drink,305,282,3.1367205671564067
at-NUMNUMpm,129,122,3.5010592622177517
for-appet,76,76,3.7067177823367587
my-friend,3399,2701,2.146128035678238
it-worth,180,179,3.3344537511509307
whole-thing,113,112,3.537819095073274
free,1493,1296,2.462397997898956
was-tasti,409,399,2.9822712330395684
melt-chees,63,58,3.824125833916549
to-make,1629,1531,2.3979400086720375
i-agre,124,123,3.496929648073215
a-saturday,863,844,2.653212513775344
face,641,601,2.806179973983887
dinner-menu,105,98,3.595496221825574
white-bean,64,72,3.7299742856995555
food-great,245,244,3.1986570869544226
amaz--,72,70,3.741939077729199
afraid,140,135,3.456366033129043
for-lunch,1323,1205,2.5051499783199063
the-chorizo-stuf,95,88,3.6424645202421213
with-strawberri,51,51,3.8796692056320534
ratio,155,148,3.416640507338281
tripl,61,60,3.808885867359812
the-mac,681,640,2.778151250383644
littl-goat,711,476,2.9084850188786495
at-lunch,128,120,3.507855871695831
caramel-chees,90,80,3.683947130751512
super-friend,21,286,3.130333768495006
of-ice,80,72,3.7299742856995555
ice,1149,922,2.6127838567197355
of-meat,310,299,3.110589710299249
the-gumbo,278,252,3.184691430817599
the-man,66,60,3.808885867359812
great-review,145,144,3.428134794028789
of-crisp,59,57,3.8312296938670634
on-michigan,79,78,3.6954816764901977
awkward,247,227,3.230448921378274
more-food,106,98,3.595496221825574
ruin,222,217,3.250420002308894
vanilla,681,576,2.8260748027008264
the-order,342,313,3.089905111439398
sweet-potato,203,573,2.8260748027008264
s-great,166,162,3.376576957056512
this-point,201,185,3.3201462861110542
spill,94,91,3.6283889300503116
s-fri,68,65,3.7745169657285498
for-park,58,56,3.838849090737255
food-court,66,63,3.788168371141168
nibbl,56,55,3.846955325019824
repres,56,54,3.8549130223078554
the-slaw,114,107,3.5575072019056577
NUM-cent,59,148,3.416640507338281
had-heard,179,176,3.3404441148401185
huge-portion,115,110,3.545307116465824
and-salti,109,107,3.5575072019056577
guid,102,101,3.583198773968623
tast-plate,142,125,3.4899584794248346
was-fantast,585,562,2.8325089127062366
best-chicago,85,84,3.662757831681574
broccoli,115,97,3.5998830720736876
rule,183,167,3.3636119798921444
of-beef,82,80,3.683947130751512
mind-wait,51,51,3.8796692056320534
been-back,103,102,3.578639209968072
gulf,105,97,3.5998830720736876
my-daughter,107,80,3.683947130751512
and-salsa,64,61,3.802089257881733
shave,165,151,3.4082399653118496
sever-time,303,301,3.1072099696478683
silverwar,87,81,3.678518379040114
of-beer,225,219,3.24551266781415
one-person,41,146,3.4216039268698313
great-recommend,87,86,3.6522463410033232
the-brunch,202,191,3.305351369446624
i-ate,697,670,2.7558748556724915
my-cowork,73,67,3.7611758131557314
and-NUM,774,720,2.724275869600789
towner,62,60,3.808885867359812
truffl,1242,967,2.6020599913279625
comment,340,321,3.0791812460476247
excit,975,918,2.623249290397901
sushi-restaur,239,195,3.296665190261531
pepper-tomato-sauc,59,56,3.838849090737255
fair,1010,959,2.6020599913279625
my-good,104,100,3.586587304671755
quantiti,166,160,3.3820170425748683
critic,121,118,3.514547752660286
and-side,88,88,3.6424645202421213
perfect-crispi,75,75,3.711807229041191
profession,278,269,3.155336037465062
on-busi,60,59,3.816241299991783
the-weekend,583,562,2.8325089127062366
nice-dinner,53,53,3.8627275283179747
in-mind,208,204,3.2764618041732443
kamil,206,154,3.399673721481038
black-bean,138,123,3.496929648073215
onli-good,52,52,3.8715729355458786
underneath,67,67,3.7611758131557314
fail,276,267,3.1583624920952498
quit-nice,69,68,3.754348335711019
the-garlic,290,275,3.146128035678238
and-pay,73,72,3.7299742856995555
breakfast,3297,2167,2.230448921378274
favorit-thing,152,148,3.416640507338281
diner,1941,1334,2.462397997898956
steep,102,99,3.591064607026499
requir,157,154,3.399673721481038
to-work,218,210,3.2648178230095364
the-toro,125,111,3.5415792439465807
fresh-cut,29,99,3.591064607026499
fall,487,463,2.9190780923760737
underwhelm,249,242,3.2013971243204513
and-high,91,91,3.6283889300503116
is-cool,87,86,3.6522463410033232
steer,69,67,3.7611758131557314
lüke,132,65,3.7745169657285498
NUM-year,93,546,2.845098040014257
s-byob,67,66,3.767897616018091
few-peopl,80,79,3.6893088591236203
nt-stand,75,75,3.711807229041191
gnocchi,350,272,3.1522883443830563
favorit-meal,58,58,3.824125833916549
liquid,88,85,3.6580113966571126
chees-crust,65,61,3.802089257881733
fri-good,62,60,3.808885867359812
so-great,164,161,3.380211241711606
the-server,1070,959,2.6020599913279625
fake,210,169,3.357934847000454
forgot,461,435,2.9444826721501687
to-bring,408,398,2.9867717342662448
good-flavor,143,133,3.462397997898956
benedict,953,679,2.7481880270062007
at-work,79,78,3.6954816764901977
to-accommod,127,126,3.4871383754771865
it-melt,68,68,3.754348335711019
the-pleasur,81,81,3.678518379040114
theater,75,72,3.7299742856995555
s-italian,63,60,3.808885867359812
are-larg,65,63,3.788168371141168
ve-experienc,52,52,3.8715729355458786
bench,181,175,3.3443922736851106
of-appet,62,61,3.802089257881733
with-caramel,74,74,3.717670503002262
to-figur,108,105,3.5658478186735176
the-wasabi,68,64,3.7810369386211318
fame,56,54,3.8549130223078554
been-NUM,61,61,3.802089257881733
on-time,147,143,3.4313637641589874
steak,2049,1491,2.3979400086720375
death,90,82,3.673020907128896
steal,161,157,3.3909351071033793
my-fav,132,130,3.4727564493172123
atmospher-great,63,63,3.788168371141168
great-restaur,136,135,3.456366033129043
imo,79,75,3.711807229041191
powder,125,121,3.503790683057181
paper,463,429,2.954242509439325
steam,229,217,3.250420002308894
the-entre,260,241,3.2041199826559246
windi,92,92,3.6232492903979003
ink,148,133,3.462397997898956
well-price,52,52,3.8715729355458786
pomm,1314,901,2.623249290397901
and-onion,266,253,3.1818435879447726
thanksgiv,85,70,3.741939077729199
rush,805,757,2.7075701760979363
to-love,273,270,3.155336037465062
veri-expens,56,55,3.846955325019824
to-go,134,120,3.507855871695831
tagliatell,60,52,3.8715729355458786
runni,138,133,3.462397997898956
the-woman,70,67,3.7611758131557314
eat-fri,59,57,3.8312296938670634
fianc,170,140,3.4409090820652177
oliv,934,767,2.6989700043360187
negat,289,278,3.143014800254095
carrot,183,173,3.3483048630481607
a-kick,93,91,3.6283889300503116
fare,344,335,3.060697840353612
a-favor,166,162,3.376576957056512
patata-brava,338,316,3.0863598306747484
will-continu,56,56,3.838849090737255
is-full,65,65,3.7745169657285498
sensat,75,69,3.7481880270062002
portion-size,297,282,3.1367205671564067
regular-size,129,124,3.494154594018443
the-black,139,131,3.469822015978163
and-open,59,59,3.816241299991783
substanti,75,75,3.711807229041191
caramel-crust,188,180,3.330413773349191
poor,422,379,3.0086001717619175
lettuc,267,243,3.2013971243204513
farm,125,114,3.530199698203082
prix-fix,19,111,3.5415792439465807
a-weekday,251,244,3.1986570869544226
the-gyro,57,54,3.8549130223078554
atom-sauc,63,58,3.824125833916549
mani-sauc,65,63,3.788168371141168
pool,61,59,3.816241299991783
realli-ca,119,119,3.5118833609788744
price-tag,41,71,3.73559889969818
airport,68,59,3.816241299991783
and-felt,79,79,3.6893088591236203
s-pizza,169,147,3.419955748489758
a-tip,63,59,3.816241299991783
s-worth,446,443,2.9395192526186182
of-water,116,112,3.537819095073274
anchovi,94,80,3.683947130751512
just-walk,66,65,3.7745169657285498
not-good,246,239,3.2068258760318495
pork,4138,2887,2.113943352306837
with-fri,307,300,3.1072099696478683
overr,220,215,3.2528530309798933
will-make,170,165,3.369215857410143
for-free,125,124,3.494154594018443
the-steak,576,469,2.9138138523837167
and-salmon,57,57,3.8312296938670634
vegetarian,1430,1063,2.5563025007672873
close,1747,1588,2.380211241711606
michigan,226,214,3.255272505103306
NUM-peopl,838,776,2.690196080028514
babi-buddha,102,84,3.662757831681574
fast,1437,1322,2.462397997898956
was-beauti,63,63,3.788168371141168
more-delici,51,51,3.8796692056320534
this-restaur,982,902,2.623249290397901
a-top,83,81,3.678518379040114
the-los,85,77,3.7007037171450192
fave,283,258,3.173186268412274
the-lot,73,67,3.7611758131557314
the-lou,186,162,3.376576957056512
heard-great,72,72,3.7299742856995555
also-delici,133,131,3.469822015978163
a-ton,346,329,3.0681858617461617
the-quarter,88,80,3.683947130751512
the-waffl,314,263,3.167317334748176
acid,97,92,3.6232492903979003
post,245,234,3.2174839442139063
chicago-classic,155,141,3.437750562820388
dim-light,58,58,3.824125833916549
and-dumpl,151,135,3.456366033129043
chines,77,70,3.741939077729199
equival,60,59,3.816241299991783
massiv,195,186,3.3180633349627615
drizzl,127,127,3.482873583608754
fusion,113,102,3.578639209968072
faux,55,52,3.8715729355458786
shell,280,244,3.1986570869544226
realli-care,79,78,3.6954816764901977
favorit-dish,256,244,3.1986570869544226
the-open,92,91,3.6283889300503116
few-tabl,54,52,3.8715729355458786
of-thing,229,228,3.2278867046136734
smallest,87,85,3.6580113966571126
is-ridicul,76,76,3.7067177823367587
so-damn,92,92,3.6232492903979003
friend-order,257,249,3.1903316981702914
pasta,1761,1299,2.462397997898956
their-french,81,78,3.6954816764901977
veri-afford,68,67,3.7611758131557314
this-amaz,67,66,3.767897616018091
pour,345,318,3.0827853703164503
dmk-burger,74,92,3.6232492903979003
duck-prosciutto,89,78,3.6954816764901977
the-bf,144,114,3.530199698203082
tri-NUM,82,81,3.678518379040114
a-return,62,62,3.795184589682424
challeng,116,111,3.5415792439465807
the-employe,110,101,3.583198773968623
but-honest,124,124,3.494154594018443
overbear,79,77,3.7007037171450192
number,847,751,2.7075701760979363
casual,788,747,2.7075701760979363
overdon,65,64,3.7810369386211318
and-start,124,123,3.496929648073215
shorter,70,68,3.754348335711019
happili,155,151,3.4082399653118496
to-eat,274,2518,2.1760912590556813
the-portion,1063,1008,2.57978359661681
tuesday-night,168,163,3.374748346010104
at-portillo,98,91,3.6283889300503116
tough,341,327,3.0718820073061255
sundri,92,82,3.673020907128896
a-treat,131,131,3.469822015978163
and-pickl,129,125,3.4899584794248346
are-made,84,83,3.66838591669
a-cab,67,63,3.788168371141168
were-sat,82,80,3.683947130751512
of-friend,315,309,3.0969100130080562
lukewarm,79,76,3.7067177823367587
partial,71,68,3.754348335711019
your-life,88,85,3.6580113966571126
flavorless,138,134,3.459392487759231
the-tomato,213,207,3.2695129442179165
which-tast,78,77,3.7007037171450192
a-tad,306,299,3.110589710299249
drench,138,135,3.456366033129043
local,1159,1028,2.568201724066995
to-arriv,149,147,3.419955748489758
and-satisfi,107,107,3.5575072019056577
nt-expect,295,287,3.1271047983648077
call-ahead,42,172,3.3502480183341627
and-creativ,76,73,3.7234556720351857
locat,1653,1449,2.414973347970818
is-great,1461,1385,2.4313637641589874
most-recent,123,122,3.5010592622177517
my-mother,110,92,3.6232492903979003
were-order,54,54,3.8549130223078554
the-green,180,170,3.3560258571931225
everi-singl,270,262,3.167317334748176
pork-chop,176,138,3.4471580313422194
belli-pancak,87,79,3.6893088591236203
jalapeño,84,80,3.683947130751512
veri-larg,77,77,3.7007037171450192
a-flavor,66,65,3.7745169657285498
citi,2149,1956,2.278753600952829
best-bbq,256,335,3.060697840353612
the-futur,158,157,3.3909351071033793
atop,64,61,3.802089257881733
back-rib,188,164,3.3710678622717363
atom,78,70,3.741939077729199
we-move,70,68,3.754348335711019
are-tasti,76,76,3.7067177823367587
is-pack,90,90,3.6324572921847245
that-special,74,73,3.7234556720351857
groceri,57,56,3.838849090737255
last-visit,106,105,3.5658478186735176
the-cheesi,56,56,3.838849090737255
veri-busi,224,222,3.2405492482826
lobster-ravioli,88,78,3.6954816764901977
whole-time,70,68,3.754348335711019
oblig,59,57,3.8312296938670634
read,1167,1102,2.5440680443502757
unhealthi,68,64,3.7810369386211318
touch,581,538,2.8512583487190755
rememb,1498,1331,2.462397997898956
real,1581,1421,2.4313637641589874
a-kind,58,57,3.8312296938670634
be-cook,51,51,3.8796692056320534
de-pollo,90,85,3.6580113966571126
collect,56,55,3.846955325019824
my-fri,148,135,3.456366033129043
is-beauti,87,85,3.6580113966571126
a-french,196,186,3.3180633349627615
sushi-joint,90,83,3.66838591669
the-general,56,56,3.838849090737255
french-toast,2307,1438,2.414973347970818
to-cafe,110,105,3.5658478186735176
and-piquillo,60,59,3.816241299991783
the-great,341,337,3.0569048513364727
jazz-music,60,59,3.816241299991783
disappoint,3135,2899,2.113943352306837
are-fresh,88,86,3.6522463410033232
today,550,489,2.8976270912904414
and-mango,66,65,3.7745169657285498
with-horseradish,62,60,3.808885867359812
and-thick,76,76,3.7067177823367587
brandad,175,121,3.503790683057181
the-windi,67,67,3.7611758131557314
never-fail,32,51,3.8796692056320534
a-bowl,209,201,3.2833012287035497
veri-attent,286,285,3.130333768495006
fifteen,68,63,3.788168371141168
as-expect,89,87,3.6473829701146196
onli-negat,108,107,3.5575072019056577
a-movi,76,70,3.741939077729199
would-recommend,520,511,2.8750612633917
realli-great,266,258,3.173186268412274
budino,74,64,3.7810369386211318
french-bread,61,60,3.808885867359812
octopus,679,551,2.845098040014257
peanut-butter,257,223,3.2380461031287955
ship,93,82,3.673020907128896
kick-ass,15,55,3.846955325019824
the-hilton,71,68,3.754348335711019
compon,60,58,3.824125833916549
me-NUM,76,71,3.73559889969818
to-call,158,156,3.3944516808262164
jam,1296,920,2.623249290397901
next-visit,127,126,3.4871383754771865
mistak,302,285,3.130333768495006
jar,142,115,3.526339277389844
outrag,89,86,3.6522463410033232
get-pretti,146,144,3.428134794028789
mani-peopl,247,242,3.2013971243204513
calori,171,163,3.374748346010104
a-famili,108,107,3.5575072019056577
would-suggest,108,101,3.583198773968623
i-eat,238,229,3.225309281725863
much-food,194,186,3.3180633349627615
demand,102,98,3.595496221825574
with-chicken,80,80,3.683947130751512
my-dish,68,67,3.7611758131557314
crunchi-french,549,456,2.9242792860618816
turkey,362,294,3.1172712956557644
chicago-styl-pizza,59,53,3.8627275283179747
been-sit,58,57,3.8312296938670634
were-sit,80,77,3.7007037171450192
of-pork,118,113,3.534026106056135
a-korean,69,63,3.788168371141168
devil,131,110,3.545307116465824
pork-shank,94,72,3.7299742856995555
a-wednesday,190,187,3.3138672203691533
my-head,134,130,3.4727564493172123
the-italian,477,422,2.959041392321094
whip-cream,44,112,3.537819095073274
plancha,171,143,3.4313637641589874
popular,833,781,2.690196080028514
caper,59,55,3.846955325019824
broken,62,58,3.824125833916549
it-NUM,364,354,3.037426497940624
and-order,702,682,2.7481880270062007
the-eggplant,179,167,3.3636119798921444
in-san,94,88,3.6424645202421213
place--,54,123,3.496929648073215
number-NUM,103,82,3.673020907128896
famili-style,165,158,3.387389826338729
shit,178,158,3.387389826338729
a-deal,79,79,3.6893088591236203
and-explain,62,61,3.802089257881733
succul,162,160,3.3820170425748683
of-pomm,67,63,3.788168371141168
lacklust,93,93,3.6190933306267428
a-foodi,79,78,3.6954816764901977
pepper-tomato,81,87,3.6473829701146196
our-servic,79,79,3.6893088591236203
the-cevich,84,71,3.73559889969818
