vocabulary,ttf,df,idf
i-forget,90,90,3.6324572921847245
cost,504,462,2.9190780923760737
pepper-fri,53,52,3.8715729355458786
lime,208,184,3.322219294733919
vindaloo,68,59,3.816241299991783
after-wait,108,107,3.5575072019056577
seafood-gumbo,161,141,3.437750562820388
pincho,95,83,3.66838591669
in-NUM,357,346,3.0453229787866576
tuesday,406,378,3.0086001717619175
snag,111,110,3.545307116465824
same-time,242,233,3.220108088040055
york,323,282,3.1367205671564067
cocktail-menu,74,72,3.7299742856995555
a-busi,347,336,3.060697840353612
was-glad,65,64,3.7810369386211318
brussel,411,341,3.0530784434834195
wild,242,225,3.2329961103921536
snap,76,73,3.7234556720351857
as-amaz,56,56,3.838849090737255
and-invit,67,67,3.7611758131557314
was-underwhelm,55,55,3.846955325019824
hurri,142,139,3.444044795918076
more-expens,120,118,3.514547752660286
cafeteria,109,105,3.5658478186735176
made-reserv,214,210,3.2648178230095364
the-guacamol,117,109,3.5490032620257876
i-grew,82,79,3.6893088591236203
sister,428,328,3.0681858617461617
great-food,997,980,2.591064607026499
special-menu,59,53,3.8627275283179747
i-ad,68,66,3.767897616018091
is-huge,163,161,3.380211241711606
asparagus,264,229,3.225309281725863
wing,3123,1517,2.3979400086720375
champagn,218,187,3.3138672203691533
wind,74,71,3.73559889969818
flight,186,169,3.357934847000454
good-qualiti,104,102,3.578639209968072
ahead,596,560,2.838849090737255
yellow,184,173,3.3483048630481607
a-full,356,344,3.0492180226701815
was-horribl,79,76,3.7067177823367587
last-night,668,621,2.792391689498254
good-wine,94,94,3.6138418218760693
night--,34,61,3.802089257881733
parsley,56,51,3.8796692056320534
last-year,103,103,3.574031267727719
with-sausag,157,156,3.3944516808262164
enorm,96,94,3.6138418218760693
are-excel,138,138,3.4471580313422194
chili-garlic,119,101,3.583198773968623
just-order,212,211,3.2624510897304293
a-vanilla,60,60,3.808885867359812
tradit,877,783,2.690196080028514
they-tast,105,103,3.574031267727719
wipe,70,69,3.7481880270062002
i-ca,1793,1696,2.342422680822206
airi,76,76,3.7067177823367587
overwhelm,519,501,2.886490725172482
blue,671,583,2.8195439355418688
poach,363,313,3.089905111439398
vegetarian-food,62,57,3.8312296938670634
discuss,99,95,3.60959440922522
chili,983,785,2.690196080028514
he-brought,76,72,3.7299742856995555
who-care,92,91,3.6283889300503116
and-bustl,58,58,3.824125833916549
chill,267,261,3.1702617153949575
chicago-styl,179,149,3.413299764081252
our-question,61,60,3.808885867359812
this-burger,56,53,3.8627275283179747
the-venison,73,63,3.788168371141168
wise,135,130,3.4727564493172123
re-eat,83,81,3.678518379040114
giuliana,156,124,3.494154594018443
the-heck,59,59,3.816241299991783
of-pizza,208,195,3.296665190261531
spanish-food,75,71,3.73559889969818
exceed,131,130,3.4727564493172123
with-drink,62,62,3.795184589682424
truffl-fri,181,167,3.3636119798921444
pan,810,624,2.792391689498254
few-friend,92,92,3.6232492903979003
the-dough,75,71,3.73559889969818
par,203,203,3.278753600952829
nt-recommend,125,124,3.494154594018443
pay,1262,1134,2.5314789170422554
all-thing,69,68,3.754348335711019
list,2053,1826,2.3222192947339195
park-lot,223,211,3.2624510897304293
perfect-size,99,97,3.5998830720736876
spinach-mushroom,53,52,3.8715729355458786
a-solid,260,255,3.1789769472931693
our-NUM,99,98,3.595496221825574
cozi,410,396,2.9867717342662448
is-awesom,481,468,2.9138138523837167
sashimi,2253,1131,2.5314789170422554
chile,169,123,3.496929648073215
is-decent,106,106,3.561101383649056
child,104,98,3.595496221825574
all-delici,112,112,3.537819095073274
mapl-syrup,165,133,3.462397997898956
food-arriv,86,85,3.6580113966571126
medium,594,502,2.886490725172482
the-fat,109,106,3.561101383649056
so-long,214,208,3.2695129442179165
veri-popular,82,80,3.683947130751512
favorit-tapa,77,75,3.711807229041191
pear,145,135,3.456366033129043
small-side,86,85,3.6580113966571126
determin,74,74,3.717670503002262
french-quarter,175,169,3.357934847000454
dine-companion,113,108,3.5538830266438746
live,2875,2632,2.146128035678238
polenta,297,244,3.1986570869544226
perform,81,73,3.7234556720351857
peak,188,185,3.3201462861110542
of-pull,53,51,3.8796692056320534
alway-friend,60,60,3.808885867359812
the-thin,207,186,3.3180633349627615
a-pain,94,90,3.6324572921847245
wasabi-mayo,95,86,3.6522463410033232
the-war,69,58,3.824125833916549
bummer,78,77,3.7007037171450192
all-day,23,244,3.1986570869544226
is-extrem,136,132,3.4668676203541096
pretti-busi,91,91,3.6283889300503116
and-perfect,266,262,3.167317334748176
american,414,380,3.0043213737826426
pea,231,211,3.2624510897304293
parmesan-peppercorn,195,173,3.3483048630481607
outstand,770,713,2.7323937598229686
littl-small,56,56,3.838849090737255
how-good,267,259,3.173186268412274
also-offer,61,61,3.802089257881733
and-ham,65,61,3.802089257881733
with-bread,76,76,3.7067177823367587
burger--,19,68,3.754348335711019
pet,54,54,3.8549130223078554
super-good,61,59,3.816241299991783
a-larger,120,120,3.507855871695831
period,179,176,3.3404441148401185
proceed,120,114,3.530199698203082
so-flavor,72,72,3.7299742856995555
extra-sauc,83,76,3.7067177823367587
the-strawberri,66,62,3.795184589682424
front-door,83,83,3.66838591669
to-NUM,494,468,2.9138138523837167
the-oyster,464,393,2.991226075692495
green-chile,70,60,3.808885867359812
so-make,102,101,3.583198773968623
chirashi,110,82,3.673020907128896
with-chocol,86,84,3.662757831681574
doubl-fri,58,54,3.8549130223078554
with-bacon,158,154,3.399673721481038
other-review,312,308,3.0969100130080562
about-NUM-NUM,189,186,3.3180633349627615
a-comfort,54,54,3.8549130223078554
a-chees,101,99,3.591064607026499
be-fair,76,75,3.711807229041191
to-smoqu,211,198,3.290034611362518
institut,167,158,3.387389826338729
doughnut,91,77,3.7007037171450192
few-day,113,111,3.5415792439465807
i-ll,2150,1972,2.278753600952829
of-corn,62,62,3.795184589682424
peep,58,52,3.8715729355458786
we-settl,52,51,3.8796692056320534
kinda,635,587,2.8129133566428557
and-prompt,66,65,3.7745169657285498
snob,107,104,3.5705429398818973
fair-price,63,62,3.795184589682424
slowli,110,106,3.561101383649056
monday,452,411,2.9731278535996983
pastri,147,122,3.5010592622177517
date-wrap,99,95,3.60959440922522
ensalada,53,51,3.8796692056320534
cream-sauc,78,76,3.7067177823367587
bought,159,154,3.399673721481038
green-tea,94,82,3.673020907128896
the-doubl,85,77,3.7007037171450192
the-serv,116,114,3.530199698203082
are-big,68,68,3.754348335711019
unagi,75,66,3.767897616018091
charact,87,86,3.6522463410033232
a-brunch,73,69,3.7481880270062002
s-recommend,64,63,3.788168371141168
their-side,60,59,3.816241299991783
arroz,66,60,3.808885867359812
michigan-ave,97,96,3.6053050461411096
the-macaroni,68,62,3.795184589682424
mocha,74,61,3.802089257881733
manner,110,107,3.5575072019056577
pic,76,70,3.741939077729199
the-type,146,143,3.4313637641589874
they-bring,86,85,3.6580113966571126
pie,889,668,2.7558748556724915
the-hell,118,114,3.530199698203082
dissapoint,67,66,3.767897616018091
be-nice,97,95,3.60959440922522
pig,437,350,3.041392685158225
dure-dinner,63,61,3.802089257881733
unabl,63,61,3.802089257881733
like-NUM,380,357,3.03342375548695
stock,89,85,3.6580113966571126
absolut,2035,1868,2.3010299956639813
chick,74,65,3.7745169657285498
was-slow,88,87,3.6473829701146196
girlfriend,675,569,2.8260748027008264
tempt,135,133,3.462397997898956
brown-rice,76,71,3.73559889969818
snow,53,52,3.8715729355458786
snapper,152,135,3.456366033129043
everi-penni,80,80,3.683947130751512
good-drink,72,71,3.73559889969818
fruit,549,466,2.9190780923760737
a-cheap,78,77,3.7007037171450192
we-thought,177,173,3.3483048630481607
free-park,156,149,3.413299764081252
thursday-night,160,155,3.3961993470957363
of-sangria,257,239,3.2068258760318495
design,317,290,3.123851640967086
friday,1184,1102,2.5440680443502757
redeem,56,53,3.8627275283179747
dive-bar,4,96,3.6053050461411096
pastor,100,81,3.678518379040114
white-fish,56,52,3.8715729355458786
and-goat,73,71,3.73559889969818
garlic,1900,1555,2.380211241711606
a-park,102,100,3.586587304671755
italian,2589,1886,2.3010299956639813
NUM-top,19,66,3.767897616018091
citrus,112,103,3.574031267727719
these-thing,80,79,3.6893088591236203
the-bottom,279,267,3.1583624920952498
date--,11,51,3.8796692056320534
cultur,74,70,3.741939077729199
half-chicken,22,75,3.711807229041191
take-care,89,88,3.6424645202421213
hubbi,234,178,3.3364597338485296
the-end,838,798,2.681241237375587
with-lot,164,162,3.376576957056512
and-salt,60,60,3.808885867359812
blackston-hotel,53,52,3.8715729355458786
began,156,153,3.401400540781544
not-impress,168,164,3.3710678622717363
realiti,74,73,3.7234556720351857
to-visit,391,380,3.0043213737826426
hot-doug,72,67,3.7611758131557314
i-dine,76,75,3.711807229041191
this-past,216,214,3.255272505103306
i-gave,196,195,3.296665190261531
valet-park,49,58,3.824125833916549
was-told,243,229,3.225309281725863
penn,88,75,3.711807229041191
the-dine,369,347,3.0453229787866576
and-present,51,51,3.8796692056320534
pop,347,331,3.0644579892269186
is-solid,63,63,3.788168371141168
pot,182,168,3.361727836017593
stephani-izard,85,82,3.673020907128896
i-rare,68,67,3.7611758131557314
qualiti-food,100,100,3.586587304671755
freez,90,88,3.6424645202421213
paper-cone,130,127,3.482873583608754
advantag,122,121,3.503790683057181
breakfast-food,104,110,3.545307116465824
the-peach,234,219,3.24551266781415
walk-distanc,84,84,3.662757831681574
espresso,131,115,3.526339277389844
pistachio,78,68,3.754348335711019
the-rave,81,81,3.678518379040114
the-leftov,78,77,3.7007037171450192
littl-bland,53,53,3.8627275283179747
manhattan,78,70,3.741939077729199
most-popular,99,97,3.5998830720736876
quartino,1079,733,2.7160033436347994
with-friend,553,538,2.8512583487190755
was-fun,110,108,3.5538830266438746
ppl,96,83,3.66838591669
realli-busi,80,80,3.683947130751512
to-pay,345,329,3.0681858617461617
sweet-chili,84,75,3.711807229041191
to-choos,524,505,2.8808135922807914
other-tabl,134,130,3.4727564493172123
and-good,431,422,2.959041392321094
bison,187,152,3.404833716619938
pretti-awesom,83,81,3.678518379040114
slider,135,118,3.514547752660286
fatti,388,354,3.037426497940624
i-wo,287,280,3.1398790864012365
crostini,109,93,3.6190933306267428
and-sweet,386,380,3.0043213737826426
turkey-burger,123,102,3.578639209968072
was-rich,64,63,3.788168371141168
the-belgian,59,57,3.8312296938670634
of-pasta,57,57,3.8312296938670634
one-day,142,140,3.4409090820652177
whi-peopl,76,76,3.7067177823367587
bellini,103,95,3.60959440922522
guilti,71,70,3.741939077729199
camaron,62,52,3.8715729355458786
artichok,205,173,3.3483048630481607
of-wine,715,654,2.7708520116421442
funni,263,245,3.1958996524092336
the-previous,79,79,3.6893088591236203
a-bloodi,69,62,3.795184589682424
with-turnip,62,61,3.802089257881733
inhal,56,56,3.838849090737255
the-concept,127,123,3.496929648073215
soo-good,55,53,3.8627275283179747
wood-fir-oyster,77,74,3.717670503002262
the-smallest,71,70,3.741939077729199
receipt,64,57,3.8312296938670634
of-local,71,71,3.73559889969818
other-night,67,67,3.7611758131557314
four-star,103,160,3.3820170425748683
onli-complaint,343,339,3.0569048513364727
and-pick,99,98,3.595496221825574
my-visit,135,132,3.4668676203541096
chicago-dog,211,257,3.1760912590556813
vintag,54,52,3.8715729355458786
funki,121,118,3.514547752660286
a-bite,373,361,3.0293837776852097
thicker,120,115,3.526339277389844
freak,227,213,3.2576785748691846
rustic,134,127,3.482873583608754
of-wing,55,52,3.8715729355458786
chorizo-stuf,183,386,3.0
the-honey,75,68,3.754348335711019
great-peopl,52,51,3.8796692056320534
good-amount,130,128,3.4800069429571505
so-yummi,126,125,3.4899584794248346
the-classic,206,196,3.294466226161593
on-vacat,62,62,3.795184589682424
a-combin,56,56,3.838849090737255
mash-potato,279,231,3.2227164711475833
was-insan,51,51,3.8796692056320534
a-monday,255,241,3.2041199826559246
and-half,226,214,3.255272505103306
veri-rich,93,91,3.6283889300503116
generic,66,64,3.7810369386211318
pushi,55,55,3.846955325019824
genius,90,87,3.6473829701146196
orgasm,83,83,3.66838591669
terrif,255,238,3.2095150145426308
are-cook,62,61,3.802089257881733
pub,180,144,3.428134794028789
pud,345,269,3.155336037465062
tray,141,124,3.494154594018443
and-sauc,214,204,3.2764618041732443
war-sauc,117,98,3.595496221825574
we-wait,672,637,2.778151250383644
a-doubt,64,64,3.7810369386211318
draft-beer,55,55,3.846955325019824
put,2143,1949,2.278753600952829
the-check,240,212,3.2600713879850747
a-doubl,98,95,3.60959440922522
to-rememb,72,72,3.7299742856995555
in-half,62,60,3.808885867359812
eat-pizza,52,51,3.8796692056320534
trap,111,106,3.561101383649056
each-order,102,99,3.591064607026499
mmmmm,78,76,3.7067177823367587
burnt-chees,70,66,3.767897616018091
nt-live,125,125,3.4899584794248346
unaccept,54,52,3.8715729355458786
the-head,111,104,3.5705429398818973
rave-review,140,138,3.4471580313422194
light,1721,1538,2.3979400086720375
authent,851,763,2.6989700043360187
third-time,51,51,3.8796692056320534
the-edg,187,184,3.322219294733919
are-delici,246,242,3.2013971243204513
judg,227,223,3.2380461031287955
and-brought,125,123,3.496929648073215
it-live,52,52,3.8715729355458786
the-sear,53,52,3.8715729355458786
caesar-salad,61,58,3.824125833916549
bake-goat,74,71,3.73559889969818
the-chees,898,807,2.6720978579357175
japanes-restaur,69,63,3.788168371141168
not-feel,82,79,3.6893088591236203
bit-loud,63,63,3.788168371141168
on-fire,59,57,3.8312296938670634
the-heat,84,82,3.673020907128896
theme,159,157,3.3909351071033793
grown,71,66,3.767897616018091
as-great,61,60,3.808885867359812
hour-wait,301,286,3.130333768495006
well-cook,19,84,3.662757831681574
in-downtown,119,119,3.5118833609788744
in-advanc,255,248,3.1931245983544616
wine-select,203,198,3.290034611362518
can-eat,176,169,3.357934847000454
NUM-oyster,55,54,3.8549130223078554
restaur-week,422,299,3.110589710299249
with-spinach,69,68,3.754348335711019
mmmm,151,141,3.437750562820388
struggl,88,83,3.66838591669
that-good,446,437,2.9444826721501687
we-walk,377,361,3.0293837776852097
the-seat,354,340,3.0530784434834195
travel,350,329,3.0681858617461617
great-locat,83,83,3.66838591669
pricier,71,71,3.73559889969818
better-food,78,76,3.7067177823367587
stomach,456,421,2.959041392321094
too-high,103,101,3.583198773968623
listen,235,223,3.2380461031287955
trek,87,87,3.6473829701146196
bell-pepper,84,75,3.711807229041191
noth-spectacular,74,74,3.717670503002262
juic,508,447,2.9344984512435675
major,306,295,3.1172712956557644
the-blueberri,73,68,3.754348335711019
to-park,93,88,3.6424645202421213
consider,80,77,3.7007037171450192
cure-meat,58,56,3.838849090737255
group,2948,2370,2.204119982655925
not-cheap,27,104,3.5705429398818973
hock,124,94,3.6138418218760693
a-feel,61,59,3.816241299991783
small-space,52,52,3.8715729355458786
gross,281,271,3.1522883443830563
employe,288,251,3.187520720836463
teriyaki,363,288,3.1271047983648077
fresh-fruit,91,86,3.6522463410033232
all-pretti,52,52,3.8715729355458786
in-boston,479,434,2.949390006644913
taco,1833,912,2.623249290397901
soak,244,229,3.225309281725863
nt-bring,53,51,3.8796692056320534
date-night,154,149,3.413299764081252
my-cousin,134,94,3.6138418218760693
a-quiet,114,111,3.5415792439465807
soap,63,55,3.846955325019824
chocol-cake,613,467,2.9138138523837167
request,420,387,2.9956351945975497
you-decid,55,53,3.8627275283179747
a-jar,61,52,3.8715729355458786
the-cheap,52,51,3.8796692056320534
delect,203,200,3.285557309007774
general,664,628,2.785329835010767
fri-steak,62,58,3.824125833916549
my-mom,326,246,3.1958996524092336
i-plan,99,97,3.5998830720736876
and-ca,86,86,3.6522463410033232
the-egg,511,451,2.929418925714293
other-tapa,127,121,3.503790683057181
fish-taco,24,87,3.6473829701146196
the-chicken,1574,1284,2.4771212547196626
the-greatest,103,101,3.583198773968623
and-hot,229,223,3.2380461031287955
the-crazi,58,58,3.824125833916549
best-pizza,339,320,3.0791812460476247
process,182,179,3.3344537511509307
for-NUM,2241,1983,2.278753600952829
the-dish,1285,1093,2.5440680443502757
bottl,1026,876,2.6434526764861874
were-seat,1114,1075,2.5440680443502757
clean,768,704,2.7323937598229686
soda,379,324,3.0755469613925306
chive,81,69,3.7481880270062002
sock,78,76,3.7067177823367587
a-quick,309,304,3.103803720955957
glad,991,957,2.6020599913279625
in-los,132,128,3.4800069429571505
over-price,95,92,3.6232492903979003
account,89,86,3.6522463410033232
for-good,227,224,3.2355284469075487
and-comfort,67,66,3.767897616018091
and-fun,192,187,3.3138672203691533
gluten,239,166,3.367355921026019
the-sassi,59,54,3.8549130223078554
japanes,511,386,3.0
must-visit,20,66,3.767897616018091
fresh-bake,61,55,3.846955325019824
food-coma,30,97,3.5998830720736876
great--,18,151,3.4082399653118496
to-mind,52,52,3.8715729355458786
prefac,51,51,3.8796692056320534
veri-friend,646,631,2.785329835010767
around-NUM,483,467,2.9138138523837167
trio,132,122,3.5010592622177517
the-huge,92,91,3.6283889300503116
trip,1555,1411,2.4313637641589874
of-money,88,87,3.6473829701146196
and-call,82,80,3.683947130751512
bistro,200,173,3.3483048630481607
soft,910,850,2.653212513775344
jump,151,147,3.419955748489758
prime,203,197,3.292256071356476
delici-meal,51,51,3.8796692056320534
be-beat,68,68,3.754348335711019
last-minut,23,92,3.6232492903979003
combo,706,603,2.806179973983887
best-part,415,407,2.9777236052888476
enthusiast,87,87,3.6473829701146196
i-work,115,112,3.537819095073274
nacho,190,153,3.401400540781544
a-month,195,194,3.298853076409707
most-part,98,98,3.595496221825574
nativ,128,125,3.4899584794248346
juli,61,59,3.816241299991783
it--,11,170,3.3560258571931225
soooo,228,223,3.2380461031287955
move-quick,81,80,3.683947130751512
super-tasti,61,76,3.7067177823367587
my-chicken,52,52,3.8715729355458786
dine-experi,539,510,2.8750612633917
cast-iron,24,93,3.6190933306267428
creme,220,189,3.3096301674258988
to-pass,93,91,3.6283889300503116
were-stuf,89,88,3.6424645202421213
a-thursday,254,249,3.1903316981702914
brais-pork,132,123,3.496929648073215
sashimi-combo,73,68,3.754348335711019
absolut-favorit,93,92,3.6232492903979003
swanki,68,66,3.767897616018091
but-NUM,69,69,3.7481880270062002
spare,96,94,3.6138418218760693
was-cook,350,341,3.0530784434834195
was-cool,94,93,3.6190933306267428
tast-fresh,78,78,3.6954816764901977
on-friday,163,158,3.387389826338729
tail,145,133,3.462397997898956
thursday,379,362,3.0253058652647704
our-dinner,131,126,3.4871383754771865
s-perfect,56,56,3.838849090737255
had-great,212,211,3.2624510897304293
our-group,253,231,3.2227164711475833
the-textur,209,205,3.27415784926368
rosemari,348,297,3.113943352306837
small-group,88,88,3.6424645202421213
was-cold,129,127,3.482873583608754
of-red,103,101,3.583198773968623
be-expect,105,105,3.5658478186735176
at-toro,118,106,3.561101383649056
hold,568,535,2.8573324964312685
with-chorizo,79,78,3.6954816764901977
absurd,52,52,3.8715729355458786
prior,184,176,3.3404441148401185
they-call,155,149,3.413299764081252
head-back,84,83,3.66838591669
was-heaven,67,67,3.7611758131557314
talk,1436,1293,2.462397997898956
were-prompt,54,54,3.8549130223078554
tall,94,91,3.6283889300503116
train,166,149,3.413299764081252
of-peopl,692,658,2.7634279935629373
accompani,438,411,2.9731278535996983
planet,58,55,3.846955325019824
soy-sauc,13,77,3.7007037171450192
in-good,51,51,3.8796692056320534
and-fri,634,607,2.7993405494535817
divey,65,63,3.788168371141168
strong-recommend,53,53,3.8627275283179747
lunchtim,62,59,3.816241299991783
assort,227,208,3.2695129442179165
cinnamon,138,123,3.496929648073215
divin,300,294,3.1172712956557644
i-share,166,166,3.367355921026019
an-excel,290,278,3.143014800254095
pretti-great,62,61,3.802089257881733
how-long,117,115,3.526339277389844
mojito,96,87,3.6473829701146196
fantast-servic,52,52,3.8715729355458786
petit,54,51,3.8796692056320534
the-appl,114,99,3.591064607026499
dark-chocol,93,84,3.662757831681574
was-flavor,102,101,3.583198773968623
to-houston,59,53,3.8627275283179747
your-food,403,370,3.0170333392987803
owner,807,720,2.724275869600789
sole,92,89,3.637489729512511
dim-lit,6,63,3.788168371141168
sold,189,181,3.3283796034387376
midnight,93,88,3.6424645202421213
idiot,66,64,3.7810369386211318
solo,65,62,3.795184589682424
food-servic,121,122,3.5010592622177517
crispi-french,79,65,3.7745169657285498
home,1990,1811,2.3222192947339195
hole,411,390,2.9956351945975497
yummi,1680,1525,2.3979400086720375
holi,342,332,3.0644579892269186
mind-blow,46,115,3.526339277389844
was-impress,159,156,3.3944516808262164
iron,268,240,3.2068258760318495
wait-long,74,74,3.717670503002262
nt-eat,429,415,2.968482948553935
my-mind,277,271,3.1522883443830563
complimentari,259,243,3.2013971243204513
explain,533,490,2.8920946026904804
littl-bit,583,560,2.838849090737255
i-make,114,110,3.545307116465824
of-butter,79,78,3.6954816764901977
sooo,291,279,3.1398790864012365
gelato,284,226,3.2329961103921536
get-seat,329,314,3.089905111439398
norwegian,86,78,3.6954816764901977
sashimi-plate,139,110,3.545307116465824
a-casual,142,142,3.4345689040341987
hook,168,164,3.3710678622717363
the-foie,89,74,3.717670503002262
the-jambalaya,298,258,3.173186268412274
nt-realiz,77,73,3.7234556720351857
song,78,69,3.7481880270062002
creat,307,288,3.1271047983648077
the-tradit,212,200,3.285557309007774
nice-touch,172,169,3.357934847000454
tapa,3605,2423,2.1760912590556813
cream,1484,1159,2.5185139398778875
pappardell,144,125,3.4899584794248346
at-NUM,680,631,2.785329835010767
too-thick,21,81,3.678518379040114
and-slight,67,67,3.7611758131557314
and-tangi,62,62,3.795184589682424
singl,568,538,2.8512583487190755
near-NUM,58,56,3.838849090737255
and-butter,90,90,3.6324572921847245
seat-area,107,104,3.5705429398818973
parmesan,685,619,2.792391689498254
of-tabl,109,109,3.5490032620257876
natur,243,239,3.2068258760318495
tostada,135,99,3.591064607026499
a-hit,107,104,3.5705429398818973
good-bbq,142,134,3.459392487759231
grill-shrimp,64,60,3.808885867359812
summer,492,465,2.9190780923760737
the-dri,62,59,3.816241299991783
after-work,55,208,3.2695129442179165
s--,18,57,3.8312296938670634
so-perfect,53,52,3.8715729355458786
bit-pricey,179,178,3.3364597338485296
fun-atmospher,141,141,3.437750562820388
member,200,182,3.326335860928751
impecc,150,150,3.4099331233312946
tart,236,209,3.2671717284030137
and-kind,64,64,3.7810369386211318
the-game,61,55,3.846955325019824
of-taco,102,94,3.6138418218760693
cajun-fri,92,82,3.673020907128896
heavi,752,680,2.7481880270062007
monday-night,141,132,3.4668676203541096
greasi,713,662,2.7634279935629373
to-miss,62,62,3.795184589682424
s-NUM,146,144,3.428134794028789
decent-price,99,99,3.591064607026499
some-thing,71,68,3.754348335711019
health,92,88,3.6424645202421213
dip-sauc,762,681,2.7481880270062007
veri-close,101,101,3.583198773968623
fresh-made,56,56,3.838849090737255
too-expens,86,86,3.6522463410033232
explan,59,59,3.816241299991783
my-person,171,167,3.3636119798921444
favorit-brunch,55,54,3.8549130223078554
inconsist,75,72,3.7299742856995555
return,1534,1423,2.4313637641589874
a-pleasant,124,122,3.5010592622177517
great-fri,79,78,3.6954816764901977
the-gage,792,504,2.8808135922807914
to-nyc,68,64,3.7810369386211318
smoke-eggplant,83,77,3.7007037171450192
sophist,86,83,3.66838591669
good-pizza,112,107,3.5575072019056577
to-order,1830,1659,2.361727836017593
the-regular,335,320,3.0791812460476247
a-hot,340,317,3.0863598306747484
drown,216,189,3.3096301674258988
smile,462,422,2.959041392321094
fine,1319,1177,2.5051499783199063
the-waitstaff,200,196,3.294466226161593
find,2826,2567,2.1760912590556813
your-pizza,128,120,3.507855871695831
host,667,557,2.838849090737255
the-establish,59,59,3.816241299991783
was-creami,55,54,3.8549130223078554
was-hot,81,81,3.678518379040114
pleasant,775,742,2.7160033436347994
the-grit,225,204,3.2764618041732443
drove,104,99,3.591064607026499
my-expect,210,207,3.2695129442179165
sort,880,817,2.6720978579357175
off-day,6,56,3.838849090737255
fill,1748,1621,2.361727836017593
heart,678,617,2.792391689498254
trash,62,57,3.8312296938670634
i-notic,193,186,3.3180633349627615
true,639,612,2.7993405494535817
glow,54,51,3.8796692056320534
pineappl,437,363,3.0253058652647704
star--,75,53,3.8627275283179747
soup,1442,1093,2.5440680443502757
perfect-balanc,95,93,3.6190933306267428
my-choic,71,71,3.73559889969818
soul,195,184,3.322219294733919
also-love,192,189,3.3096301674258988
sour,325,290,3.123851640967086
reminisc,114,114,3.530199698203082
are-pretti,328,320,3.0791812460476247
well-prepar,31,113,3.534026106056135
and-creami,128,125,3.4899584794248346
is-NUM,273,254,3.1818435879447726
hous,1247,1142,2.5185139398778875
to-feed,70,69,3.7481880270062002
in-sauc,70,67,3.7611758131557314
and-expect,54,53,3.8627275283179747
heard,1284,1220,2.4913616938342726
to-feel,111,105,3.5658478186735176
seawe,107,91,3.6283889300503116
extraordinari,85,84,3.662757831681574
these-fri,157,142,3.4345689040341987
could-sit,61,60,3.808885867359812
a-night,251,244,3.1986570869544226
drink-order,138,131,3.469822015978163
other-item,154,148,3.416640507338281
have-nt,885,851,2.653212513775344
ll-find,88,87,3.6473829701146196
around-NUMNUMpm,97,96,3.6053050461411096
bachelorett,94,85,3.6580113966571126
i-imagin,71,71,3.73559889969818
was-ridicul,69,68,3.754348335711019
and-experi,51,51,3.8796692056320534
scream,193,185,3.3201462861110542
and-mustard,53,52,3.8715729355458786
slather,79,77,3.7007037171450192
firm,97,95,3.60959440922522
~NUM,57,51,3.8796692056320534
fabul,564,536,2.8573324964312685
the-stuf,137,132,3.4668676203541096
onli-problem,97,96,3.6053050461411096
are-small,173,170,3.3560258571931225
fire,361,334,3.060697840353612
charg-NUM,70,67,3.7611758131557314
iberico,893,579,2.8195439355418688
leftov,387,349,3.041392685158225
lakeview,95,83,3.66838591669
seafood-paella,74,73,3.7234556720351857
to-open,106,105,3.5658478186735176
pesto,370,335,3.060697840353612
the-crunchi,296,319,3.0827853703164503
star-rate,132,130,3.4727564493172123
were-huge,85,85,3.6580113966571126
at-night,184,180,3.330413773349191
bewar,137,136,3.4533183400470375
poppi,63,62,3.795184589682424
excess,96,90,3.6324572921847245
the-roast,352,329,3.0681858617461617
the-dip,185,174,3.346352974450639
you-guy,101,93,3.6190933306267428
hash-brown,112,82,3.673020907128896
paid-NUM,70,70,3.741939077729199
two-peopl,338,327,3.0718820073061255
i-thought,1648,1455,2.414973347970818
fish,2978,1979,2.278753600952829
but-good,169,168,3.361727836017593
the-year,113,111,3.5415792439465807
chees-curd,111,96,3.6053050461411096
gourmet,183,171,3.3541084391474008
half-price,65,59,3.816241299991783
sublim,52,52,3.8715729355458786
the-dog,131,117,3.5185139398778875
vinegari,83,79,3.6893088591236203
too-full,117,116,3.5224442335063197
jean,90,87,3.6473829701146196
we-gave,51,51,3.8796692056320534
egg-white,76,68,3.754348335711019
of-shrimp,66,64,3.7810369386211318
hunger,84,83,3.66838591669
millennium-park,89,82,3.673020907128896
coconut,90,78,3.6954816764901977
nt-tast,261,250,3.187520720836463
squar,149,137,3.450249108319361
arriv,2144,1787,2.3222192947339195
my-entre,119,118,3.514547752660286
husband-order,75,74,3.717670503002262
visit-chicago,314,305,3.100370545117563
rough,107,105,3.5658478186735176
was-prepar,68,67,3.7611758131557314
burger-joint,110,98,3.595496221825574
father,66,60,3.808885867359812
great-pizza,130,124,3.494154594018443
of-person,65,65,3.7745169657285498
summari,69,68,3.754348335711019
a-booth,114,107,3.5575072019056577
late-night,61,369,3.0170333392987803
the-uni,133,120,3.507855871695831
nt-find,186,183,3.3242824552976926
same-price,67,64,3.7810369386211318
planxa,122,98,3.595496221825574
fellow-yelper,85,84,3.662757831681574
resembl,77,73,3.7234556720351857
brisket-chili,97,83,3.66838591669
for-dessert,780,759,2.6989700043360187
your-typic,135,132,3.4668676203541096
be-warn,75,72,3.7299742856995555
we-knew,106,101,3.583198773968623
bison-burger,109,96,3.6053050461411096
heard-good,59,58,3.824125833916549
they-wo,57,56,3.838849090737255
